reference_images/satellite_image1227.jpg,query_images/0001227.jpg
reference_images/satellite_image44093.jpg,query_images/0044093.jpg
reference_images/satellite_image15421.jpg,query_images/0015421.jpg
reference_images/satellite_image40767.jpg,query_images/0040767.jpg
reference_images/satellite_image14628.jpg,query_images/0014628.jpg
reference_images/satellite_image27413.jpg,query_images/0027413.jpg
reference_images/satellite_image21324.jpg,query_images/0021324.jpg
reference_images/satellite_image13073.jpg,query_images/0013073.jpg
reference_images/satellite_image5752.jpg,query_images/0005752.jpg
reference_images/satellite_image28546.jpg,query_images/0028546.jpg
reference_images/satellite_image15352.jpg,query_images/0015352.jpg
reference_images/satellite_image12747.jpg,query_images/0012747.jpg
reference_images/satellite_image14080.jpg,query_images/0014080.jpg
reference_images/satellite_image32313.jpg,query_images/0032313.jpg
reference_images/satellite_image6487.jpg,query_images/0006487.jpg
reference_images/satellite_image17354.jpg,query_images/0017354.jpg
reference_images/satellite_image41267.jpg,query_images/0041267.jpg
reference_images/satellite_image37532.jpg,query_images/0037532.jpg
reference_images/satellite_image44506.jpg,query_images/0044506.jpg
reference_images/satellite_image15079.jpg,query_images/0015079.jpg
reference_images/satellite_image27395.jpg,query_images/0027395.jpg
reference_images/satellite_image22767.jpg,query_images/0022767.jpg
reference_images/satellite_image13561.jpg,query_images/0013561.jpg
reference_images/satellite_image7201.jpg,query_images/0007201.jpg
reference_images/satellite_image735.jpg,query_images/0000735.jpg
reference_images/satellite_image43576.jpg,query_images/0043576.jpg
reference_images/satellite_image40563.jpg,query_images/0040563.jpg
reference_images/satellite_image16154.jpg,query_images/0016154.jpg
reference_images/satellite_image10804.jpg,query_images/0010804.jpg
reference_images/satellite_image24723.jpg,query_images/0024723.jpg
reference_images/satellite_image2160.jpg,query_images/0002160.jpg
reference_images/satellite_image38017.jpg,query_images/0038017.jpg
reference_images/satellite_image23338.jpg,query_images/0023338.jpg
reference_images/satellite_image20025.jpg,query_images/0020025.jpg
reference_images/satellite_image41110.jpg,query_images/0041110.jpg
reference_images/satellite_image15988.jpg,query_images/0015988.jpg
reference_images/satellite_image4850.jpg,query_images/0004850.jpg
reference_images/satellite_image10116.jpg,query_images/0010116.jpg
reference_images/satellite_image23547.jpg,query_images/0023547.jpg
reference_images/satellite_image40750.jpg,query_images/0040750.jpg
reference_images/satellite_image203.jpg,query_images/0000203.jpg
reference_images/satellite_image14726.jpg,query_images/0014726.jpg
reference_images/satellite_image9346.jpg,query_images/0009346.jpg
reference_images/satellite_image10529.jpg,query_images/0010529.jpg
reference_images/satellite_image115.jpg,query_images/0000115.jpg
reference_images/satellite_image43434.jpg,query_images/0043434.jpg
reference_images/satellite_image29735.jpg,query_images/0029735.jpg
reference_images/satellite_image17918.jpg,query_images/0017918.jpg
reference_images/satellite_image29395.jpg,query_images/0029395.jpg
reference_images/satellite_image22295.jpg,query_images/0022295.jpg
reference_images/satellite_image17477.jpg,query_images/0017477.jpg
reference_images/satellite_image23693.jpg,query_images/0023693.jpg
reference_images/satellite_image31824.jpg,query_images/0031824.jpg
reference_images/satellite_image31335.jpg,query_images/0031335.jpg
reference_images/satellite_image26508.jpg,query_images/0026508.jpg
reference_images/satellite_image554.jpg,query_images/0000554.jpg
reference_images/satellite_image1082.jpg,query_images/0001082.jpg
reference_images/satellite_image29180.jpg,query_images/0029180.jpg
reference_images/satellite_image26197.jpg,query_images/0026197.jpg
reference_images/satellite_image22066.jpg,query_images/0022066.jpg
reference_images/satellite_image32170.jpg,query_images/0032170.jpg
reference_images/satellite_image14009.jpg,query_images/0014009.jpg
reference_images/satellite_image34936.jpg,query_images/0034936.jpg
reference_images/satellite_image37008.jpg,query_images/0037008.jpg
reference_images/satellite_image7386.jpg,query_images/0007386.jpg
reference_images/satellite_image36931.jpg,query_images/0036931.jpg
reference_images/satellite_image23961.jpg,query_images/0023961.jpg
reference_images/satellite_image29673.jpg,query_images/0029673.jpg
reference_images/satellite_image18544.jpg,query_images/0018544.jpg
reference_images/satellite_image37687.jpg,query_images/0037687.jpg
reference_images/satellite_image10779.jpg,query_images/0010779.jpg
reference_images/satellite_image12895.jpg,query_images/0012895.jpg
reference_images/satellite_image7846.jpg,query_images/0007846.jpg
reference_images/satellite_image39702.jpg,query_images/0039702.jpg
reference_images/satellite_image39319.jpg,query_images/0039319.jpg
reference_images/satellite_image8072.jpg,query_images/0008072.jpg
reference_images/satellite_image44468.jpg,query_images/0044468.jpg
reference_images/satellite_image37060.jpg,query_images/0037060.jpg
reference_images/satellite_image7958.jpg,query_images/0007958.jpg
reference_images/satellite_image12931.jpg,query_images/0012931.jpg
reference_images/satellite_image38714.jpg,query_images/0038714.jpg
reference_images/satellite_image7828.jpg,query_images/0007828.jpg
reference_images/satellite_image43902.jpg,query_images/0043902.jpg
reference_images/satellite_image1001.jpg,query_images/0001001.jpg
reference_images/satellite_image38703.jpg,query_images/0038703.jpg
reference_images/satellite_image26782.jpg,query_images/0026782.jpg
reference_images/satellite_image963.jpg,query_images/0000963.jpg
reference_images/satellite_image19647.jpg,query_images/0019647.jpg
reference_images/satellite_image23434.jpg,query_images/0023434.jpg
reference_images/satellite_image15690.jpg,query_images/0015690.jpg
reference_images/satellite_image15609.jpg,query_images/0015609.jpg
reference_images/satellite_image23217.jpg,query_images/0023217.jpg
reference_images/satellite_image23182.jpg,query_images/0023182.jpg
reference_images/satellite_image16735.jpg,query_images/0016735.jpg
